ghi,air_temp,period_end,period,hour_decimal,sin_hour,cos_hour,energia_15min_pred [kWh]
536,22,2025-07-04 10:15:00+00:00,PT15M,10.25,0.4422886902190017,-0.8968727415326881,0.76915115
563,22,2025-07-04 10:30:00+00:00,PT15M,10.5,0.3826834323650899,-0.9238795325112867,0.8151208
592,22,2025-07-04 10:45:00+00:00,PT15M,10.75,0.32143946530316175,-0.9469301294951056,0.8616169
598,22,2025-07-04 11:00:00+00:00,PT15M,11.0,0.258819045102521,-0.9659258262890682,0.9007661
618,22,2025-07-04 11:15:00+00:00,PT15M,11.25,0.19509032201612816,-0.9807852804032304,0.9566387
649,22,2025-07-04 11:30:00+00:00,PT15M,11.5,0.130526192220052,-0.9914448613738104,1.0244634
662,22,2025-07-04 11:45:00+00:00,PT15M,11.75,0.06540312923014312,-0.9978589232386035,1.0685625
665,22,2025-07-04 12:00:00+00:00,PT15M,12.0,1.2246467991473532e-16,-1.0,1.1005005
656,22,2025-07-04 12:15:00+00:00,PT15M,12.25,-0.06540312923014287,-0.9978589232386035,1.11496
648,22,2025-07-04 12:30:00+00:00,PT15M,12.5,-0.13052619222005177,-0.9914448613738104,1.1287649
640,22,2025-07-04 12:45:00+00:00,PT15M,12.75,-0.19509032201612792,-0.9807852804032305,1.137934
629,23,2025-07-04 13:00:00+00:00,PT15M,13.0,-0.2588190451025208,-0.9659258262890683,1.1533272
616,23,2025-07-04 13:15:00+00:00,PT15M,13.25,-0.32143946530316153,-0.9469301294951057,1.1285238
600,23,2025-07-04 13:30:00+00:00,PT15M,13.5,-0.38268343236508967,-0.9238795325112868,1.0861475
582,24,2025-07-04 13:45:00+00:00,PT15M,13.75,-0.44228869021900147,-0.8968727415326883,0.9857847
563,24,2025-07-04 14:00:00+00:00,PT15M,14.0,-0.4999999999999997,-0.8660254037844388,0.9168532
544,24,2025-07-04 14:15:00+00:00,PT15M,14.25,-0.555570233019602,-0.8314696123025455,0.8406666
524,24,2025-07-04 14:30:00+00:00,PT15M,14.5,-0.6087614290087207,-0.7933533402912352,0.7560478
503,24,2025-07-04 14:45:00+00:00,PT15M,14.75,-0.6593458151000688,-0.7518398074789774,0.6733253
480,25,2025-07-04 15:00:00+00:00,PT15M,15.0,-0.7071067811865471,-0.7071067811865479,0.5926304
456,24,2025-07-04 15:15:00+00:00,PT15M,15.25,-0.7518398074789773,-0.6593458151000691,0.5065947
429,24,2025-07-04 15:30:00+00:00,PT15M,15.5,-0.7933533402912349,-0.6087614290087209,0.42543733
401,24,2025-07-04 15:45:00+00:00,PT15M,15.75,-0.8314696123025452,-0.5555702330196022,0.3457679
372,24,2025-07-04 16:00:00+00:00,PT15M,16.0,-0.8660254037844385,-0.5000000000000004,0.26392737
341,24,2025-07-04 16:15:00+00:00,PT15M,16.25,-0.8968727415326883,-0.44228869021900136,0.1830749
307,24,2025-07-04 16:30:00+00:00,PT15M,16.5,-0.9238795325112868,-0.3826834323650895,0.12875044
273,24,2025-07-04 16:45:00+00:00,PT15M,16.75,-0.9469301294951056,-0.3214394653031618,0.10936015
239,23,2025-07-04 17:00:00+00:00,PT15M,17.0,-0.9659258262890683,-0.25881904510252063,0.0827532
205,23,2025-07-04 17:15:00+00:00,PT15M,17.25,-0.9807852804032303,-0.19509032201612866,0.07480403
171,22,2025-07-04 17:30:00+00:00,PT15M,17.5,-0.9914448613738104,-0.13052619222005163,0.06291423
138,22,2025-07-04 17:45:00+00:00,PT15M,17.75,-0.9978589232386035,-0.06540312923014273,0.06757002
107,21,2025-07-04 18:00:00+00:00,PT15M,18.0,-1.0,-1.8369701987210297e-16,0.03947933
78,20,2025-07-04 18:15:00+00:00,PT15M,18.25,-0.9978589232386036,0.06540312923014237,0.0
52,20,2025-07-04 18:30:00+00:00,PT15M,18.5,-0.9914448613738105,0.13052619222005127,0.0
29,19,2025-07-04 18:45:00+00:00,PT15M,18.75,-0.9807852804032304,0.1950903220161283,0.0
11,18,2025-07-04 19:00:00+00:00,PT15M,19.0,-0.9659258262890684,0.2588190451025203,0.0
0,18,2025-07-04 19:15:00+00:00,PT15M,19.25,-0.9469301294951057,0.3214394653031615,0.0
0,17,2025-07-04 19:30:00+00:00,PT15M,19.5,-0.923879532511287,0.38268343236508917,0.0
0,17,2025-07-04 19:45:00+00:00,PT15M,19.75,-0.8968727415326884,0.442288690219001,0.0
0,17,2025-07-04 20:00:00+00:00,PT15M,20.0,-0.8660254037844386,0.5000000000000001,0.0
0,17,2025-07-04 20:15:00+00:00,PT15M,20.25,-0.8314696123025455,0.5555702330196018,0.0
0,16,2025-07-04 20:30:00+00:00,PT15M,20.5,-0.7933533402912357,0.6087614290087199,0.0
0,16,2025-07-04 20:45:00+00:00,PT15M,20.75,-0.7518398074789772,0.6593458151000691,0.0
