ghi,air_temp,period_end,period,hour_decimal,sin_hour,cos_hour,energia_15min_pred [kWh]
455,22,2025-07-23 08:15:00+00:00,PT15M,8.25,0.8314696123025451,-0.5555702330196023,0.39702672
621,22,2025-07-23 08:30:00+00:00,PT15M,8.5,0.7933533402912352,-0.6087614290087207,0.6055897
714,22,2025-07-23 08:45:00+00:00,PT15M,8.75,0.7518398074789774,-0.6593458151000688,0.74065137
684,23,2025-07-23 09:00:00+00:00,PT15M,9.0,0.7071067811865476,-0.7071067811865475,0.76176965
634,23,2025-07-23 09:15:00+00:00,PT15M,9.25,0.659345815100069,-0.7518398074789773,0.759759
604,23,2025-07-23 09:30:00+00:00,PT15M,9.5,0.6087614290087209,-0.793353340291235,0.76888347
548,24,2025-07-23 09:45:00+00:00,PT15M,9.75,0.5555702330196025,-0.831469612302545,0.79249203
508,24,2025-07-23 10:00:00+00:00,PT15M,10.0,0.49999999999999994,-0.8660254037844387,0.78670627
523,24,2025-07-23 10:15:00+00:00,PT15M,10.25,0.4422886902190017,-0.8968727415326881,0.83141667
528,24,2025-07-23 10:30:00+00:00,PT15M,10.5,0.3826834323650899,-0.9238795325112867,0.86595166
534,24,2025-07-23 10:45:00+00:00,PT15M,10.75,0.32143946530316175,-0.9469301294951056,0.894022
545,24,2025-07-23 11:00:00+00:00,PT15M,11.0,0.258819045102521,-0.9659258262890682,0.9212684
559,24,2025-07-23 11:15:00+00:00,PT15M,11.25,0.19509032201612816,-0.9807852804032304,0.9489117
579,24,2025-07-23 11:30:00+00:00,PT15M,11.5,0.130526192220052,-0.9914448613738104,0.99145573
612,23,2025-07-23 11:45:00+00:00,PT15M,11.75,0.06540312923014312,-0.9978589232386035,1.03434
628,23,2025-07-23 12:00:00+00:00,PT15M,12.0,1.2246467991473532e-16,-1.0,1.0795746
626,23,2025-07-23 12:15:00+00:00,PT15M,12.25,-0.06540312923014287,-0.9978589232386035,1.1009889
618,23,2025-07-23 12:30:00+00:00,PT15M,12.5,-0.13052619222005177,-0.9914448613738104,1.1095722
606,24,2025-07-23 12:45:00+00:00,PT15M,12.75,-0.19509032201612792,-0.9807852804032305,1.0999995
593,24,2025-07-23 13:00:00+00:00,PT15M,13.0,-0.2588190451025208,-0.9659258262890683,1.0725579
574,24,2025-07-23 13:15:00+00:00,PT15M,13.25,-0.32143946530316153,-0.9469301294951057,1.0251888
550,24,2025-07-23 13:30:00+00:00,PT15M,13.5,-0.38268343236508967,-0.9238795325112868,0.9576501
525,23,2025-07-23 13:45:00+00:00,PT15M,13.75,-0.44228869021900147,-0.8968727415326883,0.9214886
498,23,2025-07-23 14:00:00+00:00,PT15M,14.0,-0.4999999999999997,-0.8660254037844388,0.8338283
468,23,2025-07-23 14:15:00+00:00,PT15M,14.25,-0.555570233019602,-0.8314696123025455,0.7355877
434,23,2025-07-23 14:30:00+00:00,PT15M,14.5,-0.6087614290087207,-0.7933533402912352,0.63127816
400,23,2025-07-23 14:45:00+00:00,PT15M,14.75,-0.6593458151000688,-0.7518398074789774,0.5434184
366,23,2025-07-23 15:00:00+00:00,PT15M,15.0,-0.7071067811865471,-0.7071067811865479,0.45744342
338,23,2025-07-23 15:15:00+00:00,PT15M,15.25,-0.7518398074789773,-0.6593458151000691,0.37977844
317,23,2025-07-23 15:30:00+00:00,PT15M,15.5,-0.7933533402912349,-0.6087614290087209,0.30401385
294,23,2025-07-23 15:45:00+00:00,PT15M,15.75,-0.8314696123025452,-0.5555702330196022,0.2405168
270,23,2025-07-23 16:00:00+00:00,PT15M,16.0,-0.8660254037844385,-0.5000000000000004,0.20086704
248,23,2025-07-23 16:15:00+00:00,PT15M,16.25,-0.8968727415326883,-0.44228869021900136,0.17375727
228,23,2025-07-23 16:30:00+00:00,PT15M,16.5,-0.9238795325112868,-0.3826834323650895,0.14803128
207,23,2025-07-23 16:45:00+00:00,PT15M,16.75,-0.9469301294951056,-0.3214394653031618,0.12884559
185,23,2025-07-23 17:00:00+00:00,PT15M,17.0,-0.9659258262890683,-0.25881904510252063,0.1137718
