ghi,air_temp,period_end,period
259,19,2025-07-28 09:00:00+00:00,PT15M
250,19,2025-07-28 09:15:00+00:00,PT15M
252,20,2025-07-28 09:30:00+00:00,PT15M
254,20,2025-07-28 09:45:00+00:00,PT15M
270,20,2025-07-28 10:00:00+00:00,PT15M
281,21,2025-07-28 10:15:00+00:00,PT15M
288,21,2025-07-28 10:30:00+00:00,PT15M
293,22,2025-07-28 10:45:00+00:00,PT15M
303,22,2025-07-28 11:00:00+00:00,PT15M
309,23,2025-07-28 11:15:00+00:00,PT15M
309,23,2025-07-28 11:30:00+00:00,PT15M
308,23,2025-07-28 11:45:00+00:00,PT15M
304,24,2025-07-28 12:00:00+00:00,PT15M
299,24,2025-07-28 12:15:00+00:00,PT15M
295,23,2025-07-28 12:30:00+00:00,PT15M
289,23,2025-07-28 12:45:00+00:00,PT15M
283,23,2025-07-28 13:00:00+00:00,PT15M
275,22,2025-07-28 13:15:00+00:00,PT15M
265,22,2025-07-28 13:30:00+00:00,PT15M
254,22,2025-07-28 13:45:00+00:00,PT15M
243,22,2025-07-28 14:00:00+00:00,PT15M
230,22,2025-07-28 14:15:00+00:00,PT15M
215,22,2025-07-28 14:30:00+00:00,PT15M
200,22,2025-07-28 14:45:00+00:00,PT15M
184,22,2025-07-28 15:00:00+00:00,PT15M
172,21,2025-07-28 15:15:00+00:00,PT15M
164,21,2025-07-28 15:30:00+00:00,PT15M
155,21,2025-07-28 15:45:00+00:00,PT15M
144,20,2025-07-28 16:00:00+00:00,PT15M
129,20,2025-07-28 16:15:00+00:00,PT15M
112,20,2025-07-28 16:30:00+00:00,PT15M
96,20,2025-07-28 16:45:00+00:00,PT15M
80,20,2025-07-28 17:00:00+00:00,PT15M
62,19,2025-07-28 17:15:00+00:00,PT15M
45,19,2025-07-28 17:30:00+00:00,PT15M
31,19,2025-07-28 17:45:00+00:00,PT15M
20,19,2025-07-28 18:00:00+00:00,PT15M
12,18,2025-07-28 18:15:00+00:00,PT15M
6,18,2025-07-28 18:30:00+00:00,PT15M
