ghi,air_temp,period_end,period
25,22,2025-07-25 18:15:00+00:00,PT15M
24,21,2025-07-25 18:30:00+00:00,PT15M
7,21,2025-07-25 18:45:00+00:00,PT15M
0,20,2025-07-25 19:00:00+00:00,PT15M
0,20,2025-07-25 19:15:00+00:00,PT15M
0,20,2025-07-25 19:30:00+00:00,PT15M
0,20,2025-07-25 19:45:00+00:00,PT15M
0,20,2025-07-25 20:00:00+00:00,PT15M
0,20,2025-07-25 20:15:00+00:00,PT15M
0,19,2025-07-25 20:30:00+00:00,PT15M
0,19,2025-07-25 20:45:00+00:00,PT15M
0,19,2025-07-25 21:00:00+00:00,PT15M
0,19,2025-07-25 21:15:00+00:00,PT15M
0,19,2025-07-25 21:30:00+00:00,PT15M
0,19,2025-07-25 21:45:00+00:00,PT15M
0,18,2025-07-25 22:00:00+00:00,PT15M
0,18,2025-07-25 22:15:00+00:00,PT15M
0,18,2025-07-25 22:30:00+00:00,PT15M
0,18,2025-07-25 22:45:00+00:00,PT15M
0,18,2025-07-25 23:00:00+00:00,PT15M
0,18,2025-07-25 23:15:00+00:00,PT15M
0,18,2025-07-25 23:30:00+00:00,PT15M
0,18,2025-07-25 23:45:00+00:00,PT15M
0,18,2025-07-26 00:00:00+00:00,PT15M
0,18,2025-07-26 00:15:00+00:00,PT15M
0,18,2025-07-26 00:30:00+00:00,PT15M
0,18,2025-07-26 00:45:00+00:00,PT15M
0,18,2025-07-26 01:00:00+00:00,PT15M
0,17,2025-07-26 01:15:00+00:00,PT15M
0,17,2025-07-26 01:30:00+00:00,PT15M
0,17,2025-07-26 01:45:00+00:00,PT15M
0,17,2025-07-26 02:00:00+00:00,PT15M
0,17,2025-07-26 02:15:00+00:00,PT15M
0,17,2025-07-26 02:30:00+00:00,PT15M
0,17,2025-07-26 02:45:00+00:00,PT15M
0,17,2025-07-26 03:00:00+00:00,PT15M
0,16,2025-07-26 03:15:00+00:00,PT15M
7,17,2025-07-26 03:30:00+00:00,PT15M
20,17,2025-07-26 03:45:00+00:00,PT15M
37,17,2025-07-26 04:00:00+00:00,PT15M
57,17,2025-07-26 04:15:00+00:00,PT15M
80,17,2025-07-26 04:30:00+00:00,PT15M
107,18,2025-07-26 04:45:00+00:00,PT15M
137,18,2025-07-26 05:00:00+00:00,PT15M
166,18,2025-07-26 05:15:00+00:00,PT15M
195,18,2025-07-26 05:30:00+00:00,PT15M
225,19,2025-07-26 05:45:00+00:00,PT15M
255,19,2025-07-26 06:00:00+00:00,PT15M
286,20,2025-07-26 06:15:00+00:00,PT15M
318,20,2025-07-26 06:30:00+00:00,PT15M
349,20,2025-07-26 06:45:00+00:00,PT15M
380,21,2025-07-26 07:00:00+00:00,PT15M
413,21,2025-07-26 07:15:00+00:00,PT15M
447,21,2025-07-26 07:30:00+00:00,PT15M
480,22,2025-07-26 07:45:00+00:00,PT15M
512,22,2025-07-26 08:00:00+00:00,PT15M
537,22,2025-07-26 08:15:00+00:00,PT15M
554,22,2025-07-26 08:30:00+00:00,PT15M
570,23,2025-07-26 08:45:00+00:00,PT15M
583,23,2025-07-26 09:00:00+00:00,PT15M
594,23,2025-07-26 09:15:00+00:00,PT15M
603,23,2025-07-26 09:30:00+00:00,PT15M
610,24,2025-07-26 09:45:00+00:00,PT15M
