ghi,dni,air_temp,period_end,period
67,0,19,2025-06-04 17:15:00+00:00,PT15M
45,0,19,2025-06-04 17:30:00+00:00,PT15M
28,0,19,2025-06-04 17:45:00+00:00,PT15M
16,0,19,2025-06-04 18:00:00+00:00,PT15M
4,0,19,2025-06-04 18:15:00+00:00,PT15M
5,0,18,2025-06-04 18:30:00+00:00,PT15M
6,0,18,2025-06-04 18:45:00+00:00,PT15M
1,0,18,2025-06-04 19:00:00+00:00,PT15M
0,0,18,2025-06-04 19:15:00+00:00,PT15M
0,0,18,2025-06-04 19:30:00+00:00,PT15M
0,0,18,2025-06-04 19:45:00+00:00,PT15M
0,0,18,2025-06-04 20:00:00+00:00,PT15M
0,0,18,2025-06-04 20:15:00+00:00,PT15M
