ghi,air_temp,period_end,period
369,19,2025-07-24 06:15:00+00:00,PT15M
407,20,2025-07-24 06:30:00+00:00,PT15M
445,20,2025-07-24 06:45:00+00:00,PT15M
482,20,2025-07-24 07:00:00+00:00,PT15M
516,21,2025-07-24 07:15:00+00:00,PT15M
548,21,2025-07-24 07:30:00+00:00,PT15M
578,21,2025-07-24 07:45:00+00:00,PT15M
606,22,2025-07-24 08:00:00+00:00,PT15M
629,22,2025-07-24 08:15:00+00:00,PT15M
647,22,2025-07-24 08:30:00+00:00,PT15M
662,23,2025-07-24 08:45:00+00:00,PT15M
674,23,2025-07-24 09:00:00+00:00,PT15M
681,23,2025-07-24 09:15:00+00:00,PT15M
683,24,2025-07-24 09:30:00+00:00,PT15M
682,24,2025-07-24 09:45:00+00:00,PT15M
677,24,2025-07-24 10:00:00+00:00,PT15M
673,24,2025-07-24 10:15:00+00:00,PT15M
668,25,2025-07-24 10:30:00+00:00,PT15M
662,25,2025-07-24 10:45:00+00:00,PT15M
653,25,2025-07-24 11:00:00+00:00,PT15M
647,25,2025-07-24 11:15:00+00:00,PT15M
644,25,2025-07-24 11:30:00+00:00,PT15M
639,26,2025-07-24 11:45:00+00:00,PT15M
632,26,2025-07-24 12:00:00+00:00,PT15M
622,26,2025-07-24 12:15:00+00:00,PT15M
611,26,2025-07-24 12:30:00+00:00,PT15M
598,26,2025-07-24 12:45:00+00:00,PT15M
583,26,2025-07-24 13:00:00+00:00,PT15M
565,26,2025-07-24 13:15:00+00:00,PT15M
546,26,2025-07-24 13:30:00+00:00,PT15M
525,26,2025-07-24 13:45:00+00:00,PT15M
503,26,2025-07-24 14:00:00+00:00,PT15M
484,26,2025-07-24 14:15:00+00:00,PT15M
466,25,2025-07-24 14:30:00+00:00,PT15M
447,25,2025-07-24 14:45:00+00:00,PT15M
425,25,2025-07-24 15:00:00+00:00,PT15M
395,25,2025-07-24 15:15:00+00:00,PT15M
358,24,2025-07-24 15:30:00+00:00,PT15M
322,24,2025-07-24 15:45:00+00:00,PT15M
287,24,2025-07-24 16:00:00+00:00,PT15M
254,24,2025-07-24 16:15:00+00:00,PT15M
224,23,2025-07-24 16:30:00+00:00,PT15M
194,23,2025-07-24 16:45:00+00:00,PT15M
165,23,2025-07-24 17:00:00+00:00,PT15M
136,22,2025-07-24 17:15:00+00:00,PT15M
106,22,2025-07-24 17:30:00+00:00,PT15M
79,22,2025-07-24 17:45:00+00:00,PT15M
55,21,2025-07-24 18:00:00+00:00,PT15M
36,21,2025-07-24 18:15:00+00:00,PT15M
19,20,2025-07-24 18:30:00+00:00,PT15M
6,20,2025-07-24 18:45:00+00:00,PT15M
0,19,2025-07-24 19:00:00+00:00,PT15M
0,19,2025-07-24 19:15:00+00:00,PT15M
0,19,2025-07-24 19:30:00+00:00,PT15M
0,18,2025-07-24 19:45:00+00:00,PT15M
0,18,2025-07-24 20:00:00+00:00,PT15M
0,18,2025-07-24 20:15:00+00:00,PT15M
0,18,2025-07-24 20:30:00+00:00,PT15M
0,18,2025-07-24 20:45:00+00:00,PT15M
0,18,2025-07-24 21:00:00+00:00,PT15M
0,18,2025-07-24 21:15:00+00:00,PT15M
0,18,2025-07-24 21:30:00+00:00,PT15M
0,17,2025-07-24 21:45:00+00:00,PT15M
0,17,2025-07-24 22:00:00+00:00,PT15M
0,17,2025-07-24 22:15:00+00:00,PT15M
0,17,2025-07-24 22:30:00+00:00,PT15M
0,17,2025-07-24 22:45:00+00:00,PT15M
0,17,2025-07-24 23:00:00+00:00,PT15M
0,17,2025-07-24 23:15:00+00:00,PT15M
0,17,2025-07-24 23:30:00+00:00,PT15M
0,17,2025-07-24 23:45:00+00:00,PT15M
0,17,2025-07-25 00:00:00+00:00,PT15M
0,17,2025-07-25 00:15:00+00:00,PT15M
0,16,2025-07-25 00:30:00+00:00,PT15M
0,16,2025-07-25 00:45:00+00:00,PT15M
0,16,2025-07-25 01:00:00+00:00,PT15M
0,16,2025-07-25 01:15:00+00:00,PT15M
0,16,2025-07-25 01:30:00+00:00,PT15M
0,17,2025-07-25 01:45:00+00:00,PT15M
0,17,2025-07-25 02:00:00+00:00,PT15M
0,17,2025-07-25 02:15:00+00:00,PT15M
0,17,2025-07-25 02:30:00+00:00,PT15M
0,17,2025-07-25 02:45:00+00:00,PT15M
0,17,2025-07-25 03:00:00+00:00,PT15M
0,17,2025-07-25 03:15:00+00:00,PT15M
7,17,2025-07-25 03:30:00+00:00,PT15M
19,17,2025-07-25 03:45:00+00:00,PT15M
33,17,2025-07-25 04:00:00+00:00,PT15M
49,17,2025-07-25 04:15:00+00:00,PT15M
70,17,2025-07-25 04:30:00+00:00,PT15M
93,18,2025-07-25 04:45:00+00:00,PT15M
119,18,2025-07-25 05:00:00+00:00,PT15M
146,18,2025-07-25 05:15:00+00:00,PT15M
175,18,2025-07-25 05:30:00+00:00,PT15M
205,18,2025-07-25 05:45:00+00:00,PT15M
237,18,2025-07-25 06:00:00+00:00,PT15M
268,18,2025-07-25 06:15:00+00:00,PT15M
299,19,2025-07-25 06:30:00+00:00,PT15M
331,19,2025-07-25 06:45:00+00:00,PT15M
362,19,2025-07-25 07:00:00+00:00,PT15M
390,19,2025-07-25 07:15:00+00:00,PT15M
415,19,2025-07-25 07:30:00+00:00,PT15M
439,20,2025-07-25 07:45:00+00:00,PT15M
461,20,2025-07-25 08:00:00+00:00,PT15M
481,20,2025-07-25 08:15:00+00:00,PT15M
498,20,2025-07-25 08:30:00+00:00,PT15M
515,20,2025-07-25 08:45:00+00:00,PT15M
529,20,2025-07-25 09:00:00+00:00,PT15M
548,20,2025-07-25 09:15:00+00:00,PT15M
573,20,2025-07-25 09:30:00+00:00,PT15M
595,20,2025-07-25 09:45:00+00:00,PT15M
616,21,2025-07-25 10:00:00+00:00,PT15M
629,21,2025-07-25 10:15:00+00:00,PT15M
633,22,2025-07-25 10:30:00+00:00,PT15M
635,23,2025-07-25 10:45:00+00:00,PT15M
635,24,2025-07-25 11:00:00+00:00,PT15M
634,24,2025-07-25 11:15:00+00:00,PT15M
632,24,2025-07-25 11:30:00+00:00,PT15M
627,24,2025-07-25 11:45:00+00:00,PT15M
620,25,2025-07-25 12:00:00+00:00,PT15M
618,25,2025-07-25 12:15:00+00:00,PT15M
621,25,2025-07-25 12:30:00+00:00,PT15M
621,25,2025-07-25 12:45:00+00:00,PT15M
618,25,2025-07-25 13:00:00+00:00,PT15M
611,25,2025-07-25 13:15:00+00:00,PT15M
599,26,2025-07-25 13:30:00+00:00,PT15M
584,26,2025-07-25 13:45:00+00:00,PT15M
568,26,2025-07-25 14:00:00+00:00,PT15M
545,26,2025-07-25 14:15:00+00:00,PT15M
517,26,2025-07-25 14:30:00+00:00,PT15M
488,26,2025-07-25 14:45:00+00:00,PT15M
457,26,2025-07-25 15:00:00+00:00,PT15M
426,26,2025-07-25 15:15:00+00:00,PT15M
394,26,2025-07-25 15:30:00+00:00,PT15M
361,26,2025-07-25 15:45:00+00:00,PT15M
328,25,2025-07-25 16:00:00+00:00,PT15M
293,25,2025-07-25 16:15:00+00:00,PT15M
256,25,2025-07-25 16:30:00+00:00,PT15M
219,25,2025-07-25 16:45:00+00:00,PT15M
184,25,2025-07-25 17:00:00+00:00,PT15M
150,24,2025-07-25 17:15:00+00:00,PT15M
117,24,2025-07-25 17:30:00+00:00,PT15M
87,24,2025-07-25 17:45:00+00:00,PT15M
60,23,2025-07-25 18:00:00+00:00,PT15M
