ghi,air_temp,period_end,period
656,24,2025-07-04 12:30:00+00:00,PT15M
626,24,2025-07-04 12:45:00+00:00,PT15M
595,24,2025-07-04 13:00:00+00:00,PT15M
574,24,2025-07-04 13:15:00+00:00,PT15M
561,24,2025-07-04 13:30:00+00:00,PT15M
547,24,2025-07-04 13:45:00+00:00,PT15M
531,24,2025-07-04 14:00:00+00:00,PT15M
515,24,2025-07-04 14:15:00+00:00,PT15M
500,25,2025-07-04 14:30:00+00:00,PT15M
483,25,2025-07-04 14:45:00+00:00,PT15M
464,25,2025-07-04 15:00:00+00:00,PT15M
438,25,2025-07-04 15:15:00+00:00,PT15M
404,24,2025-07-04 15:30:00+00:00,PT15M
370,24,2025-07-04 15:45:00+00:00,PT15M
337,24,2025-07-04 16:00:00+00:00,PT15M
305,24,2025-07-04 16:15:00+00:00,PT15M
273,24,2025-07-04 16:30:00+00:00,PT15M
242,23,2025-07-04 16:45:00+00:00,PT15M
211,23,2025-07-04 17:00:00+00:00,PT15M
181,23,2025-07-04 17:15:00+00:00,PT15M
151,22,2025-07-04 17:30:00+00:00,PT15M
122,21,2025-07-04 17:45:00+00:00,PT15M
95,21,2025-07-04 18:00:00+00:00,PT15M
69,20,2025-07-04 18:15:00+00:00,PT15M
46,20,2025-07-04 18:30:00+00:00,PT15M
26,19,2025-07-04 18:45:00+00:00,PT15M
10,18,2025-07-04 19:00:00+00:00,PT15M
0,18,2025-07-04 19:15:00+00:00,PT15M
0,17,2025-07-04 19:30:00+00:00,PT15M
0,17,2025-07-04 19:45:00+00:00,PT15M
0,17,2025-07-04 20:00:00+00:00,PT15M
0,16,2025-07-04 20:15:00+00:00,PT15M
0,16,2025-07-04 20:30:00+00:00,PT15M
0,16,2025-07-04 20:45:00+00:00,PT15M
0,16,2025-07-04 21:00:00+00:00,PT15M
0,15,2025-07-04 21:15:00+00:00,PT15M
0,15,2025-07-04 21:30:00+00:00,PT15M
0,15,2025-07-04 21:45:00+00:00,PT15M
0,15,2025-07-04 22:00:00+00:00,PT15M
0,15,2025-07-04 22:15:00+00:00,PT15M
0,15,2025-07-04 22:30:00+00:00,PT15M
0,15,2025-07-04 22:45:00+00:00,PT15M
0,14,2025-07-04 23:00:00+00:00,PT15M
0,14,2025-07-04 23:15:00+00:00,PT15M
0,14,2025-07-04 23:30:00+00:00,PT15M
0,14,2025-07-04 23:45:00+00:00,PT15M
0,15,2025-07-05 00:00:00+00:00,PT15M
0,14,2025-07-05 00:15:00+00:00,PT15M
0,14,2025-07-05 00:30:00+00:00,PT15M
0,14,2025-07-05 00:45:00+00:00,PT15M
0,14,2025-07-05 01:00:00+00:00,PT15M
0,14,2025-07-05 01:15:00+00:00,PT15M
0,14,2025-07-05 01:30:00+00:00,PT15M
0,14,2025-07-05 01:45:00+00:00,PT15M
0,14,2025-07-05 02:00:00+00:00,PT15M
0,14,2025-07-05 02:15:00+00:00,PT15M
0,13,2025-07-05 02:30:00+00:00,PT15M
0,13,2025-07-05 02:45:00+00:00,PT15M
3,13,2025-07-05 03:00:00+00:00,PT15M
19,13,2025-07-05 03:15:00+00:00,PT15M
41,13,2025-07-05 03:30:00+00:00,PT15M
68,14,2025-07-05 03:45:00+00:00,PT15M
99,14,2025-07-05 04:00:00+00:00,PT15M
133,14,2025-07-05 04:15:00+00:00,PT15M
168,15,2025-07-05 04:30:00+00:00,PT15M
205,16,2025-07-05 04:45:00+00:00,PT15M
243,16,2025-07-05 05:00:00+00:00,PT15M
282,17,2025-07-05 05:15:00+00:00,PT15M
322,18,2025-07-05 05:30:00+00:00,PT15M
361,18,2025-07-05 05:45:00+00:00,PT15M
401,19,2025-07-05 06:00:00+00:00,PT15M
440,20,2025-07-05 06:15:00+00:00,PT15M
479,20,2025-07-05 06:30:00+00:00,PT15M
516,21,2025-07-05 06:45:00+00:00,PT15M
553,22,2025-07-05 07:00:00+00:00,PT15M
589,22,2025-07-05 07:15:00+00:00,PT15M
624,22,2025-07-05 07:30:00+00:00,PT15M
657,23,2025-07-05 07:45:00+00:00,PT15M
688,23,2025-07-05 08:00:00+00:00,PT15M
717,24,2025-07-05 08:15:00+00:00,PT15M
743,24,2025-07-05 08:30:00+00:00,PT15M
766,25,2025-07-05 08:45:00+00:00,PT15M
787,25,2025-07-05 09:00:00+00:00,PT15M
806,25,2025-07-05 09:15:00+00:00,PT15M
821,26,2025-07-05 09:30:00+00:00,PT15M
835,26,2025-07-05 09:45:00+00:00,PT15M
845,26,2025-07-05 10:00:00+00:00,PT15M
853,27,2025-07-05 10:15:00+00:00,PT15M
858,27,2025-07-05 10:30:00+00:00,PT15M
860,27,2025-07-05 10:45:00+00:00,PT15M
859,27,2025-07-05 11:00:00+00:00,PT15M
854,28,2025-07-05 11:15:00+00:00,PT15M
846,28,2025-07-05 11:30:00+00:00,PT15M
834,28,2025-07-05 11:45:00+00:00,PT15M
821,28,2025-07-05 12:00:00+00:00,PT15M
801,28,2025-07-05 12:15:00+00:00,PT15M
777,28,2025-07-05 12:30:00+00:00,PT15M
751,28,2025-07-05 12:45:00+00:00,PT15M
723,28,2025-07-05 13:00:00+00:00,PT15M
687,29,2025-07-05 13:15:00+00:00,PT15M
646,29,2025-07-05 13:30:00+00:00,PT15M
604,29,2025-07-05 13:45:00+00:00,PT15M
561,29,2025-07-05 14:00:00+00:00,PT15M
520,29,2025-07-05 14:15:00+00:00,PT15M
479,29,2025-07-05 14:30:00+00:00,PT15M
439,29,2025-07-05 14:45:00+00:00,PT15M
399,29,2025-07-05 15:00:00+00:00,PT15M
366,28,2025-07-05 15:15:00+00:00,PT15M
336,28,2025-07-05 15:30:00+00:00,PT15M
307,28,2025-07-05 15:45:00+00:00,PT15M
277,28,2025-07-05 16:00:00+00:00,PT15M
249,28,2025-07-05 16:15:00+00:00,PT15M
220,27,2025-07-05 16:30:00+00:00,PT15M
191,27,2025-07-05 16:45:00+00:00,PT15M
163,27,2025-07-05 17:00:00+00:00,PT15M
136,26,2025-07-05 17:15:00+00:00,PT15M
109,26,2025-07-05 17:30:00+00:00,PT15M
84,25,2025-07-05 17:45:00+00:00,PT15M
61,24,2025-07-05 18:00:00+00:00,PT15M
