ghi,air_temp,period_end,period
41,24,2025-07-06 18:15:00+00:00,PT15M
25,24,2025-07-06 18:30:00+00:00,PT15M
14,24,2025-07-06 18:45:00+00:00,PT15M
5,24,2025-07-06 19:00:00+00:00,PT15M
0,23,2025-07-06 19:15:00+00:00,PT15M
0,23,2025-07-06 19:30:00+00:00,PT15M
0,23,2025-07-06 19:45:00+00:00,PT15M
0,23,2025-07-06 20:00:00+00:00,PT15M
0,23,2025-07-06 20:15:00+00:00,PT15M
0,23,2025-07-06 20:30:00+00:00,PT15M
0,23,2025-07-06 20:45:00+00:00,PT15M
0,22,2025-07-06 21:00:00+00:00,PT15M
0,22,2025-07-06 21:15:00+00:00,PT15M
0,22,2025-07-06 21:30:00+00:00,PT15M
0,22,2025-07-06 21:45:00+00:00,PT15M
0,22,2025-07-06 22:00:00+00:00,PT15M
0,21,2025-07-06 22:15:00+00:00,PT15M
0,20,2025-07-06 22:30:00+00:00,PT15M
0,20,2025-07-06 22:45:00+00:00,PT15M
0,19,2025-07-06 23:00:00+00:00,PT15M
0,18,2025-07-06 23:15:00+00:00,PT15M
0,18,2025-07-06 23:30:00+00:00,PT15M
0,17,2025-07-06 23:45:00+00:00,PT15M
0,17,2025-07-07 00:00:00+00:00,PT15M
0,17,2025-07-07 00:15:00+00:00,PT15M
0,17,2025-07-07 00:30:00+00:00,PT15M
0,17,2025-07-07 00:45:00+00:00,PT15M
0,17,2025-07-07 01:00:00+00:00,PT15M
0,17,2025-07-07 01:15:00+00:00,PT15M
0,16,2025-07-07 01:30:00+00:00,PT15M
0,16,2025-07-07 01:45:00+00:00,PT15M
0,16,2025-07-07 02:00:00+00:00,PT15M
0,16,2025-07-07 02:15:00+00:00,PT15M
0,16,2025-07-07 02:30:00+00:00,PT15M
0,16,2025-07-07 02:45:00+00:00,PT15M
1,16,2025-07-07 03:00:00+00:00,PT15M
5,16,2025-07-07 03:15:00+00:00,PT15M
12,16,2025-07-07 03:30:00+00:00,PT15M
20,16,2025-07-07 03:45:00+00:00,PT15M
31,16,2025-07-07 04:00:00+00:00,PT15M
44,16,2025-07-07 04:15:00+00:00,PT15M
60,17,2025-07-07 04:30:00+00:00,PT15M
78,17,2025-07-07 04:45:00+00:00,PT15M
95,17,2025-07-07 05:00:00+00:00,PT15M
115,17,2025-07-07 05:15:00+00:00,PT15M
139,17,2025-07-07 05:30:00+00:00,PT15M
163,17,2025-07-07 05:45:00+00:00,PT15M
188,17,2025-07-07 06:00:00+00:00,PT15M
208,17,2025-07-07 06:15:00+00:00,PT15M
223,17,2025-07-07 06:30:00+00:00,PT15M
236,17,2025-07-07 06:45:00+00:00,PT15M
246,17,2025-07-07 07:00:00+00:00,PT15M
263,17,2025-07-07 07:15:00+00:00,PT15M
288,17,2025-07-07 07:30:00+00:00,PT15M
313,17,2025-07-07 07:45:00+00:00,PT15M
339,17,2025-07-07 08:00:00+00:00,PT15M
357,17,2025-07-07 08:15:00+00:00,PT15M
365,17,2025-07-07 08:30:00+00:00,PT15M
372,17,2025-07-07 08:45:00+00:00,PT15M
378,17,2025-07-07 09:00:00+00:00,PT15M
383,17,2025-07-07 09:15:00+00:00,PT15M
388,18,2025-07-07 09:30:00+00:00,PT15M
392,18,2025-07-07 09:45:00+00:00,PT15M
393,18,2025-07-07 10:00:00+00:00,PT15M
393,18,2025-07-07 10:15:00+00:00,PT15M
390,17,2025-07-07 10:30:00+00:00,PT15M
386,17,2025-07-07 10:45:00+00:00,PT15M
380,17,2025-07-07 11:00:00+00:00,PT15M
370,17,2025-07-07 11:15:00+00:00,PT15M
353,17,2025-07-07 11:30:00+00:00,PT15M
336,17,2025-07-07 11:45:00+00:00,PT15M
318,17,2025-07-07 12:00:00+00:00,PT15M
301,17,2025-07-07 12:15:00+00:00,PT15M
286,17,2025-07-07 12:30:00+00:00,PT15M
270,18,2025-07-07 12:45:00+00:00,PT15M
253,18,2025-07-07 13:00:00+00:00,PT15M
245,19,2025-07-07 13:15:00+00:00,PT15M
246,19,2025-07-07 13:30:00+00:00,PT15M
245,20,2025-07-07 13:45:00+00:00,PT15M
243,20,2025-07-07 14:00:00+00:00,PT15M
242,20,2025-07-07 14:15:00+00:00,PT15M
241,20,2025-07-07 14:30:00+00:00,PT15M
238,20,2025-07-07 14:45:00+00:00,PT15M
234,20,2025-07-07 15:00:00+00:00,PT15M
231,21,2025-07-07 15:15:00+00:00,PT15M
227,21,2025-07-07 15:30:00+00:00,PT15M
221,21,2025-07-07 15:45:00+00:00,PT15M
213,21,2025-07-07 16:00:00+00:00,PT15M
199,21,2025-07-07 16:15:00+00:00,PT15M
178,21,2025-07-07 16:30:00+00:00,PT15M
157,21,2025-07-07 16:45:00+00:00,PT15M
136,21,2025-07-07 17:00:00+00:00,PT15M
116,21,2025-07-07 17:15:00+00:00,PT15M
94,21,2025-07-07 17:30:00+00:00,PT15M
73,20,2025-07-07 17:45:00+00:00,PT15M
54,20,2025-07-07 18:00:00+00:00,PT15M
39,20,2025-07-07 18:15:00+00:00,PT15M
26,19,2025-07-07 18:30:00+00:00,PT15M
15,19,2025-07-07 18:45:00+00:00,PT15M
5,18,2025-07-07 19:00:00+00:00,PT15M
0,18,2025-07-07 19:15:00+00:00,PT15M
0,17,2025-07-07 19:30:00+00:00,PT15M
0,17,2025-07-07 19:45:00+00:00,PT15M
0,17,2025-07-07 20:00:00+00:00,PT15M
0,16,2025-07-07 20:15:00+00:00,PT15M
0,16,2025-07-07 20:30:00+00:00,PT15M
0,16,2025-07-07 20:45:00+00:00,PT15M
0,16,2025-07-07 21:00:00+00:00,PT15M
0,16,2025-07-07 21:15:00+00:00,PT15M
0,16,2025-07-07 21:30:00+00:00,PT15M
0,16,2025-07-07 21:45:00+00:00,PT15M
0,16,2025-07-07 22:00:00+00:00,PT15M
0,15,2025-07-07 22:15:00+00:00,PT15M
0,15,2025-07-07 22:30:00+00:00,PT15M
0,15,2025-07-07 22:45:00+00:00,PT15M
0,15,2025-07-07 23:00:00+00:00,PT15M
0,15,2025-07-07 23:15:00+00:00,PT15M
0,15,2025-07-07 23:30:00+00:00,PT15M
0,15,2025-07-07 23:45:00+00:00,PT15M
0,15,2025-07-08 00:00:00+00:00,PT15M
0,15,2025-07-08 00:15:00+00:00,PT15M
0,15,2025-07-08 00:30:00+00:00,PT15M
0,15,2025-07-08 00:45:00+00:00,PT15M
0,15,2025-07-08 01:00:00+00:00,PT15M
0,15,2025-07-08 01:15:00+00:00,PT15M
0,15,2025-07-08 01:30:00+00:00,PT15M
0,15,2025-07-08 01:45:00+00:00,PT15M
0,14,2025-07-08 02:00:00+00:00,PT15M
0,14,2025-07-08 02:15:00+00:00,PT15M
0,14,2025-07-08 02:30:00+00:00,PT15M
0,14,2025-07-08 02:45:00+00:00,PT15M
1,14,2025-07-08 03:00:00+00:00,PT15M
7,14,2025-07-08 03:15:00+00:00,PT15M
14,14,2025-07-08 03:30:00+00:00,PT15M
22,15,2025-07-08 03:45:00+00:00,PT15M
32,15,2025-07-08 04:00:00+00:00,PT15M
45,15,2025-07-08 04:15:00+00:00,PT15M
61,15,2025-07-08 04:30:00+00:00,PT15M
79,16,2025-07-08 04:45:00+00:00,PT15M
96,16,2025-07-08 05:00:00+00:00,PT15M
114,16,2025-07-08 05:15:00+00:00,PT15M
134,17,2025-07-08 05:30:00+00:00,PT15M
154,17,2025-07-08 05:45:00+00:00,PT15M
174,17,2025-07-08 06:00:00+00:00,PT15M
193,18,2025-07-08 06:15:00+00:00,PT15M
211,18,2025-07-08 06:30:00+00:00,PT15M
228,18,2025-07-08 06:45:00+00:00,PT15M
245,18,2025-07-08 07:00:00+00:00,PT15M
259,19,2025-07-08 07:15:00+00:00,PT15M
272,19,2025-07-08 07:30:00+00:00,PT15M
284,19,2025-07-08 07:45:00+00:00,PT15M
295,19,2025-07-08 08:00:00+00:00,PT15M
310,19,2025-07-08 08:15:00+00:00,PT15M
329,19,2025-07-08 08:30:00+00:00,PT15M
348,19,2025-07-08 08:45:00+00:00,PT15M
365,19,2025-07-08 09:00:00+00:00,PT15M
370,19,2025-07-08 09:15:00+00:00,PT15M
361,19,2025-07-08 09:30:00+00:00,PT15M
350,18,2025-07-08 09:45:00+00:00,PT15M
336,18,2025-07-08 10:00:00+00:00,PT15M
326,18,2025-07-08 10:15:00+00:00,PT15M
318,17,2025-07-08 10:30:00+00:00,PT15M
309,17,2025-07-08 10:45:00+00:00,PT15M
299,16,2025-07-08 11:00:00+00:00,PT15M
291,16,2025-07-08 11:15:00+00:00,PT15M
286,16,2025-07-08 11:30:00+00:00,PT15M
280,16,2025-07-08 11:45:00+00:00,PT15M
273,16,2025-07-08 12:00:00+00:00,PT15M
271,16,2025-07-08 12:15:00+00:00,PT15M
275,16,2025-07-08 12:30:00+00:00,PT15M
277,16,2025-07-08 12:45:00+00:00,PT15M
278,16,2025-07-08 13:00:00+00:00,PT15M
276,16,2025-07-08 13:15:00+00:00,PT15M
272,16,2025-07-08 13:30:00+00:00,PT15M
267,16,2025-07-08 13:45:00+00:00,PT15M
261,16,2025-07-08 14:00:00+00:00,PT15M
255,16,2025-07-08 14:15:00+00:00,PT15M
249,16,2025-07-08 14:30:00+00:00,PT15M
