ghi,air_temp,period_end,period
228,18,2025-07-27 09:15:00+00:00,PT15M
281,18,2025-07-27 09:30:00+00:00,PT15M
289,18,2025-07-27 09:45:00+00:00,PT15M
287,18,2025-07-27 10:00:00+00:00,PT15M
276,19,2025-07-27 10:15:00+00:00,PT15M
276,19,2025-07-27 10:30:00+00:00,PT15M
295,19,2025-07-27 10:45:00+00:00,PT15M
317,19,2025-07-27 11:00:00+00:00,PT15M
333,19,2025-07-27 11:15:00+00:00,PT15M
343,19,2025-07-27 11:30:00+00:00,PT15M
348,19,2025-07-27 11:45:00+00:00,PT15M
349,19,2025-07-27 12:00:00+00:00,PT15M
340,20,2025-07-27 12:15:00+00:00,PT15M
321,20,2025-07-27 12:30:00+00:00,PT15M
301,20,2025-07-27 12:45:00+00:00,PT15M
279,20,2025-07-27 13:00:00+00:00,PT15M
262,20,2025-07-27 13:15:00+00:00,PT15M
249,20,2025-07-27 13:30:00+00:00,PT15M
235,20,2025-07-27 13:45:00+00:00,PT15M
221,20,2025-07-27 14:00:00+00:00,PT15M
212,20,2025-07-27 14:15:00+00:00,PT15M
207,20,2025-07-27 14:30:00+00:00,PT15M
201,20,2025-07-27 14:45:00+00:00,PT15M
193,20,2025-07-27 15:00:00+00:00,PT15M
180,20,2025-07-27 15:15:00+00:00,PT15M
164,20,2025-07-27 15:30:00+00:00,PT15M
148,20,2025-07-27 15:45:00+00:00,PT15M
131,20,2025-07-27 16:00:00+00:00,PT15M
114,20,2025-07-27 16:15:00+00:00,PT15M
97,20,2025-07-27 16:30:00+00:00,PT15M
81,20,2025-07-27 16:45:00+00:00,PT15M
66,20,2025-07-27 17:00:00+00:00,PT15M
51,20,2025-07-27 17:15:00+00:00,PT15M
37,20,2025-07-27 17:30:00+00:00,PT15M
26,19,2025-07-27 17:45:00+00:00,PT15M
17,19,2025-07-27 18:00:00+00:00,PT15M
11,19,2025-07-27 18:15:00+00:00,PT15M
6,19,2025-07-27 18:30:00+00:00,PT15M
1,19,2025-07-27 18:45:00+00:00,PT15M
0,19,2025-07-27 19:00:00+00:00,PT15M
0,18,2025-07-27 19:15:00+00:00,PT15M
0,18,2025-07-27 19:30:00+00:00,PT15M
0,18,2025-07-27 19:45:00+00:00,PT15M
0,18,2025-07-27 20:00:00+00:00,PT15M
0,18,2025-07-27 20:15:00+00:00,PT15M
0,18,2025-07-27 20:30:00+00:00,PT15M
0,18,2025-07-27 20:45:00+00:00,PT15M
0,18,2025-07-27 21:00:00+00:00,PT15M
0,18,2025-07-27 21:15:00+00:00,PT15M
0,18,2025-07-27 21:30:00+00:00,PT15M
0,18,2025-07-27 21:45:00+00:00,PT15M
0,18,2025-07-27 22:00:00+00:00,PT15M
0,18,2025-07-27 22:15:00+00:00,PT15M
0,18,2025-07-27 22:30:00+00:00,PT15M
0,17,2025-07-27 22:45:00+00:00,PT15M
0,17,2025-07-27 23:00:00+00:00,PT15M
0,17,2025-07-27 23:15:00+00:00,PT15M
0,17,2025-07-27 23:30:00+00:00,PT15M
0,17,2025-07-27 23:45:00+00:00,PT15M
0,17,2025-07-28 00:00:00+00:00,PT15M
0,17,2025-07-28 00:15:00+00:00,PT15M
0,17,2025-07-28 00:30:00+00:00,PT15M
0,16,2025-07-28 00:45:00+00:00,PT15M
0,16,2025-07-28 01:00:00+00:00,PT15M
0,16,2025-07-28 01:15:00+00:00,PT15M
0,16,2025-07-28 01:30:00+00:00,PT15M
0,16,2025-07-28 01:45:00+00:00,PT15M
0,16,2025-07-28 02:00:00+00:00,PT15M
0,16,2025-07-28 02:15:00+00:00,PT15M
0,16,2025-07-28 02:30:00+00:00,PT15M
0,16,2025-07-28 02:45:00+00:00,PT15M
0,16,2025-07-28 03:00:00+00:00,PT15M
0,16,2025-07-28 03:15:00+00:00,PT15M
2,16,2025-07-28 03:30:00+00:00,PT15M
6,16,2025-07-28 03:45:00+00:00,PT15M
13,16,2025-07-28 04:00:00+00:00,PT15M
20,16,2025-07-28 04:15:00+00:00,PT15M
29,16,2025-07-28 04:30:00+00:00,PT15M
40,16,2025-07-28 04:45:00+00:00,PT15M
54,16,2025-07-28 05:00:00+00:00,PT15M
68,17,2025-07-28 05:15:00+00:00,PT15M
83,17,2025-07-28 05:30:00+00:00,PT15M
98,17,2025-07-28 05:45:00+00:00,PT15M
114,17,2025-07-28 06:00:00+00:00,PT15M
129,17,2025-07-28 06:15:00+00:00,PT15M
141,17,2025-07-28 06:30:00+00:00,PT15M
153,18,2025-07-28 06:45:00+00:00,PT15M
163,18,2025-07-28 07:00:00+00:00,PT15M
175,18,2025-07-28 07:15:00+00:00,PT15M
187,18,2025-07-28 07:30:00+00:00,PT15M
197,18,2025-07-28 07:45:00+00:00,PT15M
207,18,2025-07-28 08:00:00+00:00,PT15M
221,18,2025-07-28 08:15:00+00:00,PT15M
240,18,2025-07-28 08:30:00+00:00,PT15M
259,18,2025-07-28 08:45:00+00:00,PT15M
278,18,2025-07-28 09:00:00+00:00,PT15M
294,19,2025-07-28 09:15:00+00:00,PT15M
