ghi,air_temp,period_end,period
620,18,2025-07-10 07:45:00+00:00,PT15M
644,19,2025-07-10 08:00:00+00:00,PT15M
656,19,2025-07-10 08:15:00+00:00,PT15M
655,19,2025-07-10 08:30:00+00:00,PT15M
650,20,2025-07-10 08:45:00+00:00,PT15M
642,20,2025-07-10 09:00:00+00:00,PT15M
649,21,2025-07-10 09:15:00+00:00,PT15M
674,21,2025-07-10 09:30:00+00:00,PT15M
696,21,2025-07-10 09:45:00+00:00,PT15M
717,22,2025-07-10 10:00:00+00:00,PT15M
724,22,2025-07-10 10:15:00+00:00,PT15M
717,22,2025-07-10 10:30:00+00:00,PT15M
708,22,2025-07-10 10:45:00+00:00,PT15M
697,23,2025-07-10 11:00:00+00:00,PT15M
685,23,2025-07-10 11:15:00+00:00,PT15M
674,23,2025-07-10 11:30:00+00:00,PT15M
660,24,2025-07-10 11:45:00+00:00,PT15M
645,24,2025-07-10 12:00:00+00:00,PT15M
633,24,2025-07-10 12:15:00+00:00,PT15M
624,24,2025-07-10 12:30:00+00:00,PT15M
613,24,2025-07-10 12:45:00+00:00,PT15M
599,24,2025-07-10 13:00:00+00:00,PT15M
579,24,2025-07-10 13:15:00+00:00,PT15M
554,24,2025-07-10 13:30:00+00:00,PT15M
527,24,2025-07-10 13:45:00+00:00,PT15M
500,24,2025-07-10 14:00:00+00:00,PT15M
471,23,2025-07-10 14:15:00+00:00,PT15M
441,23,2025-07-10 14:30:00+00:00,PT15M
410,22,2025-07-10 14:45:00+00:00,PT15M
379,22,2025-07-10 15:00:00+00:00,PT15M
352,21,2025-07-10 15:15:00+00:00,PT15M
326,20,2025-07-10 15:30:00+00:00,PT15M
300,20,2025-07-10 15:45:00+00:00,PT15M
274,19,2025-07-10 16:00:00+00:00,PT15M
246,19,2025-07-10 16:15:00+00:00,PT15M
216,19,2025-07-10 16:30:00+00:00,PT15M
187,18,2025-07-10 16:45:00+00:00,PT15M
159,18,2025-07-10 17:00:00+00:00,PT15M
132,18,2025-07-10 17:15:00+00:00,PT15M
105,18,2025-07-10 17:30:00+00:00,PT15M
80,18,2025-07-10 17:45:00+00:00,PT15M
57,18,2025-07-10 18:00:00+00:00,PT15M
