ghi,air_temp,period_end,period
0,15,2025-07-07 02:00:00+00:00,PT15M
0,15,2025-07-07 02:15:00+00:00,PT15M
0,15,2025-07-07 02:30:00+00:00,PT15M
0,15,2025-07-07 02:45:00+00:00,PT15M
1,16,2025-07-07 03:00:00+00:00,PT15M
8,16,2025-07-07 03:15:00+00:00,PT15M
16,16,2025-07-07 03:30:00+00:00,PT15M
27,16,2025-07-07 03:45:00+00:00,PT15M
40,16,2025-07-07 04:00:00+00:00,PT15M
56,16,2025-07-07 04:15:00+00:00,PT15M
75,16,2025-07-07 04:30:00+00:00,PT15M
96,16,2025-07-07 04:45:00+00:00,PT15M
116,16,2025-07-07 05:00:00+00:00,PT15M
137,16,2025-07-07 05:15:00+00:00,PT15M
161,16,2025-07-07 05:30:00+00:00,PT15M
185,16,2025-07-07 05:45:00+00:00,PT15M
209,16,2025-07-07 06:00:00+00:00,PT15M
230,16,2025-07-07 06:15:00+00:00,PT15M
248,16,2025-07-07 06:30:00+00:00,PT15M
266,16,2025-07-07 06:45:00+00:00,PT15M
282,16,2025-07-07 07:00:00+00:00,PT15M
294,16,2025-07-07 07:15:00+00:00,PT15M
304,16,2025-07-07 07:30:00+00:00,PT15M
311,16,2025-07-07 07:45:00+00:00,PT15M
317,16,2025-07-07 08:00:00+00:00,PT15M
330,16,2025-07-07 08:15:00+00:00,PT15M
352,15,2025-07-07 08:30:00+00:00,PT15M
373,15,2025-07-07 08:45:00+00:00,PT15M
393,15,2025-07-07 09:00:00+00:00,PT15M
402,15,2025-07-07 09:15:00+00:00,PT15M
397,15,2025-07-07 09:30:00+00:00,PT15M
390,15,2025-07-07 09:45:00+00:00,PT15M
382,15,2025-07-07 10:00:00+00:00,PT15M
382,15,2025-07-07 10:15:00+00:00,PT15M
392,15,2025-07-07 10:30:00+00:00,PT15M
401,15,2025-07-07 10:45:00+00:00,PT15M
408,15,2025-07-07 11:00:00+00:00,PT15M
413,15,2025-07-07 11:15:00+00:00,PT15M
415,15,2025-07-07 11:30:00+00:00,PT15M
416,15,2025-07-07 11:45:00+00:00,PT15M
415,15,2025-07-07 12:00:00+00:00,PT15M
418,15,2025-07-07 12:15:00+00:00,PT15M
422,16,2025-07-07 12:30:00+00:00,PT15M
425,16,2025-07-07 12:45:00+00:00,PT15M
425,16,2025-07-07 13:00:00+00:00,PT15M
421,16,2025-07-07 13:15:00+00:00,PT15M
413,17,2025-07-07 13:30:00+00:00,PT15M
402,17,2025-07-07 13:45:00+00:00,PT15M
391,17,2025-07-07 14:00:00+00:00,PT15M
382,18,2025-07-07 14:15:00+00:00,PT15M
376,18,2025-07-07 14:30:00+00:00,PT15M
368,18,2025-07-07 14:45:00+00:00,PT15M
357,19,2025-07-07 15:00:00+00:00,PT15M
343,20,2025-07-07 15:15:00+00:00,PT15M
325,20,2025-07-07 15:30:00+00:00,PT15M
305,20,2025-07-07 15:45:00+00:00,PT15M
284,21,2025-07-07 16:00:00+00:00,PT15M
262,21,2025-07-07 16:15:00+00:00,PT15M
238,21,2025-07-07 16:30:00+00:00,PT15M
214,21,2025-07-07 16:45:00+00:00,PT15M
189,21,2025-07-07 17:00:00+00:00,PT15M
164,21,2025-07-07 17:15:00+00:00,PT15M
137,21,2025-07-07 17:30:00+00:00,PT15M
110,20,2025-07-07 17:45:00+00:00,PT15M
86,20,2025-07-07 18:00:00+00:00,PT15M
